,id,salaryusd,country,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region
5074,5110,60000.0,Germany,Microsoft SQL Server,13.0,Full time employee,DBA,Yes,15.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,Western Europe
5075,5111,55000.0,Germany,Microsoft SQL Server,3.0,Full time employee,DBA,No,3.0,1,None (no degree completed),,"No, I never have",40.0,5 or more,Private business,Western Europe
5076,5112,52970.0,Germany,Microsoft SQL Server,1.0,Full time employee,DBA,No,1.0,3,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5077,5113,90000.0,Germany,Microsoft SQL Server,12.0,Full time employee,Analyst,No,17.0,5,Masters,No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5078,5114,60000.0,Germany,Microsoft SQL Server,5.0,Full time employee,DBA,No,1.0,1,Masters,No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5079,5115,68000.0,Germany,Microsoft SQL Server,6.0,Full time employee,Developer,No,10.0,1,Masters,Yes,"No, I never have",42.0,"None, or less than 1 day per week",Private business,Western Europe
5080,5116,73000.0,Germany,Microsoft SQL Server,12.0,Full time employee,Developer,No,13.0,1,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5081,5117,40000.0,Germany,Microsoft SQL Server,3.0,Full time employee,DBA,Yes,5.0,1,None (no degree completed),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5082,5118,46000.0,Germany,Microsoft SQL Server,5.0,Full time employee,DBA,No,1.0,None,Bachelors (4 years),,"No, I never have",40.0,"None, or less than 1 day per week",Government,Western Europe
5083,5119,66000.0,Germany,Microsoft SQL Server,10.0,Full time employee,Engineer,No,12.0,3,None (no degree completed),,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,Western Europe
5084,5120,250000.0,Germany,Microsoft SQL Server,20.0,Independent Consultant/Freelancer,Architect,Yes,22.0,More than 5,Masters,Yes,"Yes, and they're currently valid",60.0,3,Private business,Western Europe
5085,5121,100000.0,Germany,Microsoft SQL Server,18.0,Full time employee,Architect,No,18.0,5,Masters,No,"Yes, and they're currently valid",40.0,1,Private business,Western Europe
5086,5122,110000.0,Germany,Microsoft SQL Server,15.0,Independent Consultant/Freelancer,Architect,No,10.0,2,Masters,,"Yes, and they're currently valid",60.0,2,Private business,Western Europe
5087,5123,47000.0,Germany,Microsoft SQL Server,8.0,Full time employee,DBA,No,2.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,2,Private business,Western Europe
5088,5124,67000.0,Germany,Microsoft SQL Server,5.0,Full time employee,DBA,No,2.0,None,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5089,5125,72000.0,Germany,Microsoft SQL Server,6.0,Full time employee,Architect,Yes,5.0,2,Masters,Yes,"Yes, but they expired",45.0,3,Private business,Western Europe
5090,5126,88000.0,Germany,Microsoft SQL Server,15.0,Full time employee,Engineer,No,1.0,2,Bachelors (4 years),Yes,"No, I never have",40.0,2,Private business,Western Europe
5091,5127,43000.0,Germany,Microsoft SQL Server,2.0,Full time employee,DBA,No,2.0,None,Associates (2 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5092,5128,47000.0,Germany,Microsoft SQL Server,15.0,Full time employee,Developer,No,15.0,2,Bachelors (4 years),No,"Yes, and they're currently valid",43.0,"None, or less than 1 day per week",Private business,Western Europe
5093,5129,72000.0,Germany,Microsoft SQL Server,16.0,Full time employee,DBA,No,3.0,None,Masters,No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5094,5130,86000.0,Germany,Microsoft SQL Server,11.0,Full time employee,DBA,No,1.0,1,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5095,5131,80000.0,Germany,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,17.0,4,None (no degree completed),,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Private business,Western Europe
5096,5132,75000.0,Germany,Microsoft SQL Server,10.0,Full time employee,Developer,No,0.0,3,Masters,Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5097,5133,71000.0,Germany,Microsoft SQL Server,12.0,Full time employee,DBA,No,4.0,1,None (no degree completed),,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5098,5134,67000.0,Germany,Microsoft SQL Server,10.0,Full time employee,Manager,Yes,4.0,None,Masters,Yes,"Yes, and they're currently valid",40.0,1,Private business,Western Europe
5099,5135,78000.0,Germany,Microsoft SQL Server,6.0,Full time employee,Developer,No,6.0,1,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5100,5136,88000.0,Germany,Microsoft SQL Server,13.0,Full time employee,Developer,No,14.0,None,None (no degree completed),,"No, I never have",42.0,"None, or less than 1 day per week",Private business,Western Europe
5101,5137,100500.0,Germany,Microsoft SQL Server,20.0,Full time employee,Architect,Yes,2.0,4,Masters,Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5102,5138,85000.0,Germany,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,5,Masters,Yes,"Yes, but they expired",44.0,2,Private business,Western Europe
5103,5139,101000.0,Germany,Microsoft SQL Server,6.0,Full time employee,DBA,No,4.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,5 or more,Private business,Western Europe
5104,5140,64651.0,Germany,Oracle,3.0,Full time employee,Architect,Yes,3.0,None,Bachelors (4 years),Yes,"No, I never have",39.0,"None, or less than 1 day per week",Private business,Western Europe
5105,5141,66000.0,Germany,Microsoft SQL Server,4.0,Full time employee,DBA,No,4.0,2,None (no degree completed),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Government,Western Europe
5106,5142,40000.0,Germany,Microsoft SQL Server,3.0,Full time employee,DBA,No,3.0,1,None (no degree completed),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5107,5143,80000.0,Germany,Microsoft SQL Server,12.0,Full time employee,Developer,No,12.0,1,Bachelors (4 years),,"No, I never have",38.0,"None, or less than 1 day per week",Private business,Western Europe
5108,5144,93000.0,Germany,Microsoft SQL Server,17.0,Full time employee,DBA,No,12.0,1,None (no degree completed),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5109,5145,59500.0,Germany,MySQL/MariaDB,7.0,Full time employee,Engineer,No,3.0,5,Masters,Yes,"No, I never have",45.0,"None, or less than 1 day per week",Private business,Western Europe
5110,5146,70000.0,Germany,Microsoft SQL Server,10.0,Full time employee,DBA,No,1.0,1,Bachelors (4 years),No,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,Western Europe
5111,5147,119000.0,Germany,Microsoft SQL Server,18.0,Full time employee,Manager,Yes,10.0,1,None (no degree completed),No,"Yes, and they're currently valid",50.0,1,Private business,Western Europe
5112,5148,60000.0,Germany,Microsoft SQL Server,8.0,Full time employee,Developer,No,6.0,3,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5113,5149,76000.0,Germany,Microsoft SQL Server,14.0,Full time employee,DBA,Yes,5.0,2,Bachelors (4 years),,"Yes, and they're currently valid",40.0,5 or more,Private business,Western Europe
5114,5150,83000.0,Germany,Microsoft SQL Server,20.0,Full time employee,DBA,No,1.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,2,Private business,Western Europe
5115,5151,130000.0,Germany,Microsoft SQL Server,20.0,Independent Consultant/Freelancer,Architect,No,16.0,None,Masters,Yes,"No, I never have",50.0,"None, or less than 1 day per week",Private business,Western Europe
5116,5153,77000.0,Germany,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5117,5154,110000.0,Germany,Microsoft SQL Server,17.0,Independent Consultant/Freelancer,Architect,Yes,5.0,5,None (no degree completed),,"Yes, but they expired",60.0,1,Private business,Western Europe
5118,5155,65000.0,Germany,Microsoft SQL Server,4.0,Full time employee,Developer,No,3.0,2,Masters,Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5119,5156,93573.0,Germany,Microsoft SQL Server,10.0,Full time employee,Architect,Yes,5.0,None,None (no degree completed),,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5120,5157,50621.0,Germany,Microsoft SQL Server,2.0,Full time employee,DBA,No,2.0,1,Associates (2 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5121,5158,93000.0,Germany,Microsoft SQL Server,7.0,Full time employee,DBA,No,7.0,1,None (no degree completed),,"No, I never have",37.0,"None, or less than 1 day per week",Private business,Western Europe
5122,5159,71000.0,Germany,Microsoft SQL Server,5.0,Full time employee,Developer,No,0.0,More than 5,Masters,No,"No, I never have",45.0,1,Private business,Western Europe
5123,5160,94000.0,Germany,Microsoft SQL Server,10.0,Full time employee,DBA,No,2.0,4,None (no degree completed),,"No, I never have",45.0,"None, or less than 1 day per week",Private business,Western Europe
5124,5161,90500.0,Germany,Microsoft SQL Server,15.0,Full time employee,Engineer,Yes,16.0,2,Bachelors (4 years),Yes,"No, I never have",40.0,2,Private business,Western Europe
5125,5162,54330.0,Germany,Microsoft SQL Server,4.0,Full time employee,DBA,No,4.0,None,Masters,Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Government,Western Europe
5126,5163,63400.0,Germany,Microsoft SQL Server,6.0,Full time employee,Analyst,No,15.0,5,Associates (2 years),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5127,5164,70000.0,Germany,Microsoft SQL Server,18.0,Independent Consultant/Freelancer,Developer,No,10.0,None,None (no degree completed),,"No, I never have",35.0,5 or more,Private business,Western Europe
5128,5165,75000.0,Germany,Microsoft SQL Server,4.0,Full time employee,DBA,No,6.0,2,Associates (2 years),No,"Yes, and they're currently valid",45.0,1,Private business,Western Europe
5129,5166,42000.0,Germany,Microsoft SQL Server,7.0,Full time employee,DBA,No,7.0,None,None (no degree completed),,"No, I never have",45.0,"None, or less than 1 day per week",Private business,Western Europe
5130,5167,38150.0,Germany,Microsoft SQL Server,1.0,Full time employee,DBA,No,1.0,1,Associates (2 years),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5131,5168,85216.0,Germany,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,1,None (no degree completed),,"No, I never have",38.0,"None, or less than 1 day per week",Private business,Western Europe
5132,5169,98000.0,Germany,Microsoft SQL Server,13.0,Full time employee,Developer,No,8.0,3,Masters,Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5133,5170,80000.0,Germany,Microsoft SQL Server,15.0,Independent Consultant/Freelancer,Developer,No,5.0,None,Associates (2 years),,"No, I never have",40.0,5 or more,Private business,Western Europe
5134,5171,86000.0,Germany,Microsoft SQL Server,14.0,Full time employee,Developer,No,12.0,1,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5135,5172,63000.0,Germany,Microsoft SQL Server,12.0,Full time employee,DBA,No,5.0,1,None (no degree completed),No,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5136,5173,96700.0,Germany,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,12.0,1,Masters,Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,Western Europe
5137,5174,66000.0,Germany,Microsoft SQL Server,7.0,Full time employee,DBA,No,10.0,2,Masters,Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5138,5175,47000.0,Netherlands,Microsoft SQL Server,4.0,Full time employee,DBA,No,1.0,3,Masters,No,"Yes, but they expired",36.0,"None, or less than 1 day per week",Private business,Western Europe
5139,5176,37500.0,Netherlands,Microsoft SQL Server,4.0,Full time employee,Developer,No,4.0,None,Bachelors (4 years),Yes,"No, I never have",36.0,"None, or less than 1 day per week",Private business,Western Europe
5140,5177,66000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,DBA,No,2.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,1,Private business,Western Europe
5141,5178,45000.0,Netherlands,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,2,Bachelors (4 years),No,"No, I never have",30.0,"None, or less than 1 day per week",Government,Western Europe
5142,5179,115000.0,Netherlands,Microsoft SQL Server,16.0,Independent Consultant/Freelancer,DBA,No,16.0,2,Doctorate/PhD,No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5143,5180,55670.0,Netherlands,Microsoft SQL Server,6.0,Full time employee,Engineer,No,6.0,4,Bachelors (4 years),Yes,"Yes, but they expired",36.0,"None, or less than 1 day per week",Government,Western Europe
5144,5181,56140.0,Netherlands,Microsoft SQL Server,17.0,Full time employee,DBA,No,2.0,2,Masters,No,"Yes, and they're currently valid",40.0,2,Private business,Western Europe
5145,5182,76650.0,Netherlands,DB2,31.0,Independent Consultant/Freelancer,DBA,Yes,37.0,None,Bachelors (4 years),Yes,"Yes, but they expired",36.0,4,Private business,Western Europe
5146,5183,36000.0,Netherlands,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,None,None (no degree completed),,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5147,5184,69000.0,Netherlands,Microsoft SQL Server,6.0,Full time employee,DBA,No,16.0,2,Bachelors (4 years),No,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Private business,Western Europe
5148,5185,45000.0,Netherlands,Microsoft SQL Server,7.0,Full time employee,Engineer,No,8.0,1,Bachelors (4 years),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5149,5186,59000.0,Netherlands,Microsoft SQL Server,20.0,Full time employee,Developer,Yes,10.0,2,Bachelors (4 years),,"Yes, and they're currently valid",36.0,1,Government,Western Europe
5150,5187,65000.0,Netherlands,Microsoft SQL Server,6.0,Full time employee,DBA,No,1.0,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,1,Private business,Western Europe
5151,5188,60000.0,Netherlands,Microsoft SQL Server,12.0,Full time employee,DBA,No,1.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,5 or more,Private business,Western Europe
5152,5189,60300.0,Netherlands,Microsoft SQL Server,8.0,Full time employee,Developer,No,10.0,More than 5,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,1,Private business,Western Europe
5153,5190,65000.0,Netherlands,Microsoft SQL Server,6.0,Full time employee,DBA,No,2.0,None,Associates (2 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5154,5191,75000.0,Netherlands,Microsoft SQL Server,20.0,Full time employee,DBA,Yes,5.0,1,Masters,No,"Yes, but they expired",40.0,1,Private business,Western Europe
5155,5192,63000.0,Netherlands,Microsoft SQL Server,17.0,Full time employee,Architect,Yes,5.0,4,Masters,No,"Yes, and they're currently valid",38.0,"None, or less than 1 day per week",Private business,Western Europe
5156,5193,70000.0,Netherlands,Microsoft SQL Server,4.0,Full time employee,DBA,No,1.0,1,None (no degree completed),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5157,5194,44000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Developer,Yes,5.0,None,None (no degree completed),,"Yes, and they're currently valid",36.0,1,Private business,Western Europe
5158,5195,42000.0,Netherlands,Microsoft SQL Server,4.0,Full time employee,Engineer,No,10.0,None,Bachelors (4 years),Yes,"Yes, but they expired",36.0,"None, or less than 1 day per week",Private business,Western Europe
5159,5196,32000.0,Netherlands,Microsoft SQL Server,3.0,Full time employee,DBA,Yes,3.0,1,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5160,5197,37619.0,Netherlands,Microsoft SQL Server,2.0,Full time employee,DBA,No,2.0,None,Associates (2 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5161,5198,53300.0,Netherlands,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,3,Bachelors (4 years),No,"No, I never have",45.0,1,Government,Western Europe
5162,5199,50000.0,Netherlands,Microsoft SQL Server,1.0,Full time employee,Analyst,No,1.0,1,Masters,Yes,"No, I never have",36.0,"None, or less than 1 day per week",Private business,Western Europe
5163,5200,55000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,DBA,No,5.0,None,None (no degree completed),No,"Yes, and they're currently valid",38.0,1,Private business,Western Europe
5164,5202,52742.0,Netherlands,Microsoft SQL Server,8.0,Full time employee,DBA,No,5.0,2,None (no degree completed),,"Yes, and they're currently valid",36.0,5 or more,Government,Western Europe
5165,5203,48000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Manager,Yes,5.0,None,Bachelors (4 years),No,"Yes, and they're currently valid",50.0,"None, or less than 1 day per week",Private business,Western Europe
5166,5204,70000.0,Netherlands,Microsoft SQL Server,8.0,Full time employee,Developer,Yes,10.0,More than 5,Masters,Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5167,5205,55000.0,Netherlands,Microsoft SQL Server,15.0,Full time employee,DBA,No,5.0,More than 5,Bachelors (4 years),No,"Yes, and they're currently valid",60.0,2,Private business,Western Europe
5168,5206,57175.0,Netherlands,Microsoft SQL Server,19.0,Full time employee,Engineer,No,19.0,1,Bachelors (4 years),,"Yes, and they're currently valid",45.0,1,Private business,Western Europe
5169,5207,52000.0,Netherlands,Microsoft SQL Server,10.0,Full time employee,DBA,No,1.0,1,Associates (2 years),Yes,"No, I never have",40.0,3,Private business,Western Europe
5170,5208,58560.0,Netherlands,Microsoft SQL Server,7.0,Full time employee,Developer,No,5.0,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5171,5209,76500.0,Netherlands,Microsoft SQL Server,10.0,Full time employee,DBA,No,3.0,2,Bachelors (4 years),Yes,"Yes, but they expired",40.0,1,Private business,Western Europe
5172,5210,45000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Developer,No,5.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5173,5211,57000.0,Netherlands,Microsoft SQL Server,16.0,Full time employee,Developer,No,18.0,1,None (no degree completed),,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,Western Europe
5174,5212,76000.0,Netherlands,Microsoft SQL Server,7.0,Full time employee,Developer,Yes,7.0,3,Bachelors (4 years),No,"No, I never have",50.0,"None, or less than 1 day per week",Private business,Western Europe
5175,5213,56000.0,Netherlands,Microsoft SQL Server,8.0,Full time employee,Developer,No,16.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5176,5214,30000.0,Netherlands,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,5,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5177,5215,84000.0,Netherlands,Microsoft SQL Server,6.0,Full time employee,DBA,No,18.0,4,Associates (2 years),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5178,5216,56000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Analyst,No,5.0,More than 5,Masters,No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5179,5217,60000.0,Netherlands,Microsoft SQL Server,21.0,Full time employee,Developer,Yes,10.0,2,Bachelors (4 years),,"Yes, and they're currently valid",36.0,1,"Education (K-12, college, university)",Western Europe
5180,5218,74000.0,Netherlands,Microsoft SQL Server,9.0,Full time employee,Developer,No,1.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,1,Private business,Western Europe
5181,5219,88000.0,Netherlands,Oracle,18.0,Full time employee,DBA,Yes,8.0,2,Bachelors (4 years),No,"Yes, but they expired",40.0,1,Private business,Western Europe
5182,5220,54000.0,Netherlands,Microsoft SQL Server,3.0,Full time employee,DBA,No,3.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",36.0,"None, or less than 1 day per week",Government,Western Europe
5183,5221,50000.0,Netherlands,Microsoft SQL Server,1.0,Full time employee,Developer,No,7.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5184,5222,80000.0,Netherlands,Microsoft SQL Server,20.0,Full time employee,Manager,Yes,5.0,2,None (no degree completed),,"Yes, but they expired",40.0,1,Private business,Western Europe
5185,5223,59000.0,Netherlands,Microsoft SQL Server,6.0,Full time employee,Developer,No,1.0,1,None (no degree completed),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5186,5224,67050.0,Netherlands,Microsoft SQL Server,14.0,Full time employee,Engineer,No,11.0,1,None (no degree completed),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5187,5225,50000.0,Netherlands,Microsoft SQL Server,3.0,Full time employee,DBA,No,3.0,1,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5188,5226,30000.0,Netherlands,Microsoft SQL Server,1.0,Full time employee,Developer,No,1.0,More than 5,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5189,5227,47000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,DBA,No,5.0,1,Bachelors (4 years),No,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5190,5228,80000.0,Netherlands,Microsoft SQL Server,10.0,Independent Consultant/Freelancer,Engineer,No,15.0,None,Bachelors (4 years),No,"Yes, but they expired",32.0,"None, or less than 1 day per week",Private business,Western Europe
5191,5229,55000.0,Netherlands,Microsoft SQL Server,12.0,Full time employee,Engineer,No,17.0,1,None (no degree completed),,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5192,5230,60000.0,Netherlands,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5193,5231,71000.0,Netherlands,Microsoft SQL Server,18.0,Full time employee,DBA,Yes,1.0,3,Bachelors (4 years),No,"Yes, and they're currently valid",44.0,"None, or less than 1 day per week",Private business,Western Europe
5194,5232,65000.0,Netherlands,Microsoft SQL Server,4.0,Full time employee,DBA,No,4.0,None,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5195,5233,61763.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Engineer,Yes,5.0,None,None (no degree completed),No,"No, I never have",50.0,2,Private business,Western Europe
5196,5234,48000.0,Netherlands,Microsoft SQL Server,10.0,Full time employee,Manager,Yes,15.0,None,None (no degree completed),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5197,5235,49000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Engineer,No,5.0,None,Bachelors (4 years),Yes,"Yes, but they expired",32.0,1,Private business,Western Europe
5198,5236,66000.0,Netherlands,Microsoft SQL Server,15.0,Full time employee,DBA,No,15.0,1,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Non-profit,Western Europe
5199,5237,52000.0,Netherlands,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,None,None (no degree completed),,"Yes, but they expired",40.0,"None, or less than 1 day per week","Education (K-12, college, university)",Western Europe
5200,5238,89000.0,Netherlands,Microsoft SQL Server,10.0,Full time employee,Developer,No,10.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5201,5239,40000.0,Netherlands,Microsoft SQL Server,3.0,Full time employee,Developer,No,3.0,4,Bachelors (4 years),No,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,Western Europe
5202,5240,66500.0,Netherlands,Microsoft SQL Server,19.0,Full time employee,DBA,No,16.0,3,Associates (2 years),Yes,"Yes, but they expired",40.0,2,Private business,Western Europe
5203,5241,26400.0,Netherlands,Microsoft SQL Server,7.0,Full time employee,DBA,No,5.0,None,Bachelors (4 years),No,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,Western Europe
5204,5242,80000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Developer,Yes,11.0,1,Masters,Yes,"Yes, but they expired",45.0,4,Private business,Western Europe
5205,5243,51000.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Analyst,No,3.0,None,Masters,Yes,"No, I never have",36.0,"None, or less than 1 day per week","Education (K-12, college, university)",Western Europe
5206,5244,41000.0,Netherlands,Microsoft SQL Server,7.0,Full time employee,Developer,No,7.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",38.0,"None, or less than 1 day per week",Private business,Western Europe
5207,5245,86708.0,Netherlands,Microsoft SQL Server,5.0,Full time employee,Developer,No,18.0,2,None (no degree completed),,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5208,5246,38800.0,Netherlands,Microsoft SQL Server,4.0,Full time employee,Developer,No,2.0,3,None (no degree completed),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5209,5247,41436.0,Netherlands,Microsoft SQL Server,10.0,Full time employee,DBA,No,9.0,None,Associates (2 years),Yes,"No, I never have",40.0,1,Private business,Western Europe
5210,5248,41300.0,Netherlands,Azure SQL DB,5.0,Full time employee,Developer,Yes,5.0,More than 5,Masters,Yes,"Yes, and they're currently valid",32.0,"None, or less than 1 day per week",Private business,Western Europe
5211,5249,96000.0,Netherlands,Microsoft SQL Server,24.0,Full time employee,DBA,Yes,18.0,2,Masters,Yes,"Yes, but they expired",42.0,"None, or less than 1 day per week",Government,Western Europe
5212,5250,62000.0,Netherlands,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,3.0,2,Associates (2 years),No,"No, I never have",40.0,2,Private business,Western Europe
5213,5251,60000.0,Belgium,Microsoft SQL Server,22.0,Full time employee,Developer,No,8.0,None,Masters,Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5214,5252,40000.0,Belgium,Microsoft SQL Server,5.0,Full time employee,Developer,Yes,5.0,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5215,5253,50400.0,Belgium,Microsoft SQL Server,13.0,Full time employee,DBA,No,13.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",38.0,"None, or less than 1 day per week",Private business,Western Europe
5216,5254,50000.0,Belgium,Microsoft SQL Server,20.0,Full time employee,DBA,No,15.0,2,Associates (2 years),Yes,"Yes, but they expired",40.0,2,Private business,Western Europe
5217,5255,40000.0,Belgium,Microsoft SQL Server,10.0,Full time employee,Developer,No,3.0,2,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5218,5256,100000.0,Belgium,Microsoft SQL Server,2.0,Full time employee,Analyst,No,25.0,More than 5,Masters,No,"No, I never have",42.0,"None, or less than 1 day per week",Private business,Western Europe
5219,5257,64000.0,Belgium,Microsoft SQL Server,8.0,Full time employee,Developer,No,8.0,More than 5,Masters,Yes,"Yes, and they're currently valid",40.0,1,Private business,Western Europe
